Tiempo Radixsort,Tiempo Quicksort
10,77
10,77
12,78
9,77
9,76
8,78
8,80
8,77
8,76
9,76
8,80
9,77
8,76
9,77
9,77
9,76
8,78
8,78
9,80
9,79
8,80
9,76
8,77
9,78
10,79
9,76
8,78
9,77
8,77
8,77
8,76
8,78
9,78
8,79
9,81
9,79
9,82
9,77
9,78
8,78
9,79
8,80
11,78
8,79
9,79
10,81
10,78
9,79
10,78
10,79
9,77
11,77
9,79
9,79
9,78
9,78
9,78
9,76
8,76
9,78
8,76
10,79
9,77
9,77
9,77
10,77
10,82
9,76
10,78
8,80
9,81
9,78
9,75
9,77
9,79
10,79
20,101
10,81
9,77
9,79
10,79
8,81
10,81
9,80
10,94
9,123
23,82
8,84
12,83
12,84
10,94
10,83
8,81
10,79
11,78
9,81
10,81
11,81
8,78
9,78
