Tiempo Radixsort,Tiempo Quicksort
5,217
5,218
5,213
5,226
6,215
5,217
6,230
5,226
5,216
5,218
6,211
6,212
5,218
5,218
6,218
5,215
6,213
6,214
5,216
6,214
5,218
6,214
6,218
6,218
6,216
5,213
5,214
5,224
6,223
6,246
6,216
5,219
6,215
5,217
5,217
6,221
5,221
5,223
5,233
5,215
6,245
5,219
6,217
6,218
5,218
6,216
6,220
5,221
9,222
5,222
6,228
5,221
5,214
5,236
5,218
6,214
6,213
5,220
6,216
5,217
7,217
6,216
7,218
5,218
5,213
5,224
5,239
6,222
6,214
5,221
5,218
5,218
6,223
5,218
5,217
6,213
5,251
5,222
6,225
6,217
7,220
6,255
5,230
5,215
7,240
7,227
5,225
7,237
6,229
6,217
6,218
5,219
5,217
5,220
6,219
5,221
5,221
5,223
5,221
6,221
