Tiempo Radixsort,Tiempo Quicksort
24300,1200
23000,800
22500,900
22400,800
23100,800
23100,800
23200,700
21600,600
26100,800
23000,700
22800,700
22800,900
22600,600
22500,600
22900,1200
24900,900
21900,700
22800,800
22500,900
22500,700
22500,900
22200,800
24300,700
22700,800
22800,600
22400,800
23300,800
22800,800
22800,900
23500,1000
22800,700
22800,800
22900,700
22400,700
22800,900
22900,700
22800,800
22800,700
22600,700
23200,900
22700,600
22600,800
23000,800
22400,800
22700,900
22100,800
22700,800
22900,800
22800,600
22600,800
23100,700
22600,700
25200,1300
22100,700
22200,800
22300,700
21900,600
22000,800
22300,700
22000,600
22400,700
22300,700
24800,800
22100,800
22100,800
22100,700
21800,700
22000,800
22400,700
21900,800
22300,600
22000,700
22300,900
22200,800
22100,700
21800,700
21800,800
22000,800
21900,700
22200,700
21900,800
22200,800
22000,700
22000,700
24100,900
21600,800
21900,700
21400,800
22400,800
21900,700
22200,800
22300,700
21900,600
26500,1400
22900,700
22700,700
22500,600
22700,700
22100,700
22000,600
