Tiempo Radixsort,Tiempo Quicksort
26000,1400
23400,800
23300,700
95300,1000
23000,900
23300,900
23900,600
23100,900
23400,900
24900,1100
23200,900
23300,800
23300,900
23200,700
23000,800
23100,800
22600,800
22600,800
23200,800
23300,800
23000,800
23400,900
22900,800
59400,3800
50800,2000
33500,900
24700,800
24700,800
25400,800
25000,800
25000,1000
24500,800
24300,800
24900,800
25000,800
25000,700
25800,800
24700,800
24800,900
22800,800
22600,800
22300,800
22500,700
22400,700
22400,800
22600,800
22500,800
22700,800
22400,800
23100,800
22700,800
26500,1500
22300,700
22900,800
22700,700
22400,800
22600,800
22800,900
51200,1900
51100,1600
51000,1700
22200,700
22400,800
22600,900
22500,800
22700,900
22500,700
22600,800
22200,700
21800,800
22800,700
22300,900
22300,700
22700,700
22500,700
24100,1000
22800,800
22700,600
22700,700
22300,700
22400,800
22700,800
22900,800
22500,700
22500,700
22100,800
22400,700
22700,800
22000,700
22400,700
22500,900
22500,800
22500,800
22700,800
22400,700
22500,800
22500,700
22800,900
22100,700
22500,800
