Tiempo Radixsort,Tiempo Quicksort
8,78
11,93
8,81
9,78
10,79
8,78
9,79
9,80
8,78
8,77
8,79
8,78
9,79
8,81
9,77
9,79
8,80
8,80
8,77
9,78
8,78
9,82
8,79
8,80
9,81
10,81
10,80
9,79
8,80
9,81
10,79
10,78
9,78
9,80
10,79
9,81
9,80
9,81
9,78
9,78
8,79
8,79
9,79
9,78
9,78
9,80
10,80
10,77
8,78
9,80
9,79
9,77
10,80
8,89
9,79
8,79
10,80
8,78
10,79
10,78
8,76
9,79
8,82
8,77
8,79
9,80
8,78
8,80
8,76
8,81
9,79
10,79
8,80
9,77
10,81
10,79
9,79
11,79
9,77
8,78
9,80
10,76
8,78
8,76
9,78
8,78
9,77
8,79
8,76
9,79
10,79
9,78
8,77
8,79
9,78
8,78
8,76
10,78
9,78
9,81
