Tiempo Radixsort,Tiempo Quicksort
10,83
8,78
11,98
8,79
11,85
10,99
10,83
10,83
9,79
12,81
10,79
9,81
10,81
10,84
9,82
10,80
9,80
8,77
9,79
8,77
11,79
9,106
9,79
8,79
8,81
10,79
8,78
8,79
9,78
9,79
8,79
8,79
8,80
9,79
10,79
8,80
9,80
9,80
9,80
10,79
10,78
9,79
9,78
9,80
9,82
9,80
9,79
8,79
8,78
9,77
8,77
8,78
10,78
9,79
9,77
9,79
9,80
9,78
8,79
8,80
9,80
8,78
9,81
8,78
8,79
9,79
9,77
8,79
9,80
11,81
9,79
8,79
9,82
9,80
8,79
8,80
10,81
9,81
9,83
10,80
9,80
10,88
9,78
10,76
8,77
8,79
9,78
8,81
10,85
8,79
8,80
8,77
8,78
9,80
8,78
8,79
9,82
9,80
9,76
9,80
