Tiempo Radixsort,Tiempo Quicksort
10,82
9,99
10,94
10,80
9,77
9,95
9,78
9,77
11,83
8,79
9,78
9,80
37,82
9,84
11,81
11,78
9,81
9,81
8,80
10,76
8,77
8,83
9,78
9,79
9,77
9,81
8,78
9,80
11,80
10,80
8,78
9,81
10,81
11,82
8,78
10,87
9,77
9,77
9,78
11,80
11,79
9,78
9,77
9,78
10,81
9,78
8,77
10,78
9,81
9,81
9,78
9,79
10,77
9,76
8,78
8,80
10,82
12,126
9,81
10,84
10,83
9,76
8,81
10,84
9,79
10,81
9,81
10,79
9,81
10,79
9,79
8,79
9,77
9,78
9,79
8,77
9,76
9,77
8,77
9,78
9,77
8,77
9,77
8,79
9,78
9,78
8,77
10,79
9,79
9,78
8,78
9,78
9,82
10,81
9,77
9,78
9,81
9,81
9,79
9,77
