Tiempo Radixsort,Tiempo Quicksort
10,80
10,98
9,94
10,80
9,77
11,79
9,80
11,79
10,79
9,78
9,77
9,78
9,77
11,77
8,78
8,80
9,76
9,77
9,78
11,81
9,82
9,105
10,79
9,81
11,79
10,78
10,79
10,82
12,78
9,77
12,78
9,83
9,117
8,85
8,79
9,77
8,80
9,80
9,78
9,76
10,79
9,80
9,82
9,79
8,78
8,78
9,79
9,79
10,78
9,79
9,78
9,79
9,83
8,77
9,80
10,78
10,79
10,79
8,78
9,77
10,77
10,78
9,78
9,79
11,80
9,78
9,78
10,80
9,80
9,80
10,78
9,77
9,78
9,81
10,94
10,79
9,78
11,78
8,78
8,81
8,79
8,79
9,78
10,78
10,77
10,77
9,79
10,83
10,81
10,78
8,80
10,80
11,79
10,81
9,82
11,79
9,83
8,78
10,78
10,79
