Tiempo Radixsort,Tiempo Quicksort
25100,1700
24500,1700
22700,800
23500,800
23000,800
22800,700
23800,1300
22700,900
22700,800
22600,800
22900,800
23000,800
22800,700
22700,700
22800,800
21600,800
22800,800
22700,700
22800,800
22600,700
22400,600
24600,800
22800,900
22800,900
22700,700
22500,800
22700,700
22300,700
23300,900
23100,700
22600,800
22800,700
22500,800
22200,900
23000,800
22500,800
22600,700
22900,900
22800,900
22600,900
22800,900
22700,800
22700,700
22900,800
22800,900
22800,800
22600,800
22800,800
22500,800
22800,700
22800,900
22600,600
24400,1400
32900,700
22400,800
22900,800
22300,800
22700,700
22600,800
22200,700
22500,700
25600,1000
22800,700
22800,800
22300,800
22800,700
22600,700
22400,700
22700,700
22800,700
22300,800
22500,800
22500,900
22600,600
22200,700
22600,700
22400,900
22600,700
22300,700
22300,700
22700,700
22700,900
22800,800
24400,800
24400,900
24200,700
24400,700
23700,700
24000,800
23800,700
24100,800
22700,700
22500,700
22600,800
22500,700
22700,700
22800,700
24600,800
22100,800
22300,800
