Tiempo Radixsort,Tiempo Quicksort
8,80
9,80
10,80
9,79
9,80
9,81
8,80
9,76
9,79
10,87
9,81
11,79
8,85
10,84
10,82
10,79
9,81
9,80
8,81
10,80
9,78
10,80
9,78
8,78
9,78
10,79
8,78
10,78
9,80
9,80
10,78
9,78
9,79
9,80
8,78
9,76
8,79
9,78
9,77
9,79
9,77
9,78
8,81
9,79
9,80
8,79
10,81
10,78
9,77
9,77
9,78
10,78
9,77
9,79
8,79
9,79
9,83
8,80
8,81
11,78
8,81
8,79
12,90
11,80
9,79
9,77
11,79
9,78
9,79
9,78
9,77
9,84
9,81
8,79
8,81
9,81
10,79
10,78
9,80
9,105
9,78
10,82
10,78
10,80
8,80
8,79
9,77
9,79
11,77
10,79
8,79
9,78
9,78
8,77
11,78
9,78
9,78
8,77
9,77
9,78
