Tiempo Radixsort,Tiempo Quicksort
24500,1300
22400,800
22700,800
22600,800
23000,800
28200,1800
23600,600
58800,2800
53300,1700
22600,700
22700,700
22000,700
22000,800
21700,700
22400,800
24000,900
22700,700
22500,700
22300,700
22400,800
22700,800
22600,900
24700,800
21600,800
22600,800
22500,700
22200,700
22500,900
22100,800
22500,700
22400,700
22600,800
22300,700
22300,500
22300,800
22200,700
22100,800
22400,800
22600,700
22200,900
22200,700
22000,800
22100,800
22200,800
22600,700
22700,800
22600,800
22400,900
22500,800
22000,700
24300,700
22400,800
55300,2500
50700,1800
49500,1600
50000,1500
29600,900
22300,800
22300,800
22200,800
22300,700
21800,700
22300,700
22600,700
21000,700
22000,700
22000,900
26700,1600
23000,800
22800,700
22700,700
22100,800
21900,800
21900,700
22400,700
22000,800
22000,700
23600,800
22100,800
21800,700
21800,800
21900,900
21800,600
22100,800
21900,800
22200,700
21700,800
21900,700
21000,700
22000,700
21700,700
22000,800
22200,800
22100,800
21900,700
22200,800
21100,700
21900,900
22000,700
21900,700
