Tiempo Radixsort,Tiempo Quicksort
23600,1100
23800,1300
22600,800
23900,1100
22400,700
22700,700
23800,1100
22900,700
22400,1000
22000,800
22300,600
21900,700
22500,700
22600,600
22400,900
22000,800
22300,700
21600,800
22300,800
22000,800
21900,700
23000,900
22200,700
21600,800
22100,700
22300,700
22200,800
21900,800
21900,900
22600,700
21900,700
22600,700
23700,800
22500,800
22200,700
22500,700
22300,700
22500,800
21800,700
22500,800
22300,800
22400,800
22000,900
21800,700
22600,800
22600,600
23900,800
24200,700
23900,800
24000,700
23300,700
26300,1100
23400,800
22300,700
22400,800
22400,800
22300,900
22000,700
22300,700
22100,600
32300,700
22000,700
22100,700
22300,600
22000,700
22300,700
22300,600
22100,700
22200,700
21900,700
21700,800
22100,700
22200,700
24100,600
22300,600
22000,800
22300,800
22000,800
22300,800
22200,600
22200,800
22300,700
21500,800
22300,800
21900,700
22100,700
22000,700
22200,800
22300,900
22500,800
22400,700
22100,800
22400,700
22100,800
21700,800
22000,700
21700,700
22200,600
21900,700
22200,700
