Tiempo Radixsort,Tiempo Quicksort
11,79
9,77
9,77
9,82
8,78
10,81
10,81
9,82
10,78
9,79
9,77
9,80
10,80
9,79
10,78
10,76
10,78
8,79
9,76
9,91
9,78
10,76
8,78
11,78
9,78
9,78
11,80
9,76
9,78
9,79
9,77
8,77
8,76
8,76
9,77
9,78
9,78
9,78
8,77
8,76
9,77
8,77
9,77
10,81
8,79
9,80
9,80
9,78
9,78
10,78
9,78
9,77
10,75
10,78
9,78
9,78
9,81
9,80
10,81
10,79
8,76
10,84
10,81
9,78
9,81
11,79
9,78
10,76
9,91
9,77
8,92
9,79
8,76
9,78
10,77
10,78
9,79
10,79
9,81
9,82
13,77
9,78
9,79
10,80
10,79
10,80
9,81
9,77
8,76
9,78
8,77
10,78
9,77
9,78
9,79
8,78
9,77
9,78
9,77
9,76
