Tiempo Radixsort,Tiempo Quicksort
9,77
11,109
9,80
8,77
9,76
8,78
9,80
10,78
10,78
8,76
9,80
8,77
9,78
9,79
9,79
9,78
10,84
8,79
9,77
10,77
9,85
9,79
9,76
10,78
10,81
10,80
11,79
10,80
9,79
9,80
9,77
8,77
8,79
8,77
9,77
9,79
10,76
9,76
9,76
9,77
9,78
11,78
9,77
9,77
9,76
8,76
8,77
8,78
9,80
9,79
9,79
9,79
10,76
8,76
9,76
9,76
14,77
8,77
10,78
8,76
8,77
9,81
8,77
8,78
9,78
9,77
10,77
8,77
9,76
8,76
9,78
8,76
9,77
11,76
9,78
8,77
9,78
10,80
8,76
10,79
8,76
9,78
9,77
9,76
8,77
10,79
9,81
10,79
9,79
9,80
8,79
9,78
8,75
9,79
9,76
8,77
10,77
12,76
10,76
9,78
