Tiempo Radixsort,Tiempo Quicksort
9,79
9,79
10,77
9,77
10,77
9,77
9,78
8,78
8,80
9,77
8,80
9,77
10,77
9,78
8,76
9,80
10,76
9,78
8,101
9,76
8,82
8,79
9,78
9,79
9,76
8,79
11,80
10,78
8,78
9,78
8,76
8,78
9,76
10,76
8,77
9,76
9,76
10,76
8,77
9,76
9,77
8,79
9,78
9,76
9,76
10,76
10,77
9,77
9,76
9,75
9,76
9,76
10,78
8,79
9,79
9,78
9,77
9,78
9,77
8,79
9,76
9,77
8,78
9,78
9,77
9,76
8,76
9,76
8,78
8,79
9,77
10,78
9,76
8,76
9,77
9,78
8,79
9,78
9,76
10,76
8,78
9,75
9,84
10,82
10,81
9,79
10,79
9,79
9,79
9,80
10,79
9,77
8,77
8,78
9,80
10,81
10,77
10,78
10,80
10,77
