Tiempo Radixsort,Tiempo Quicksort
8,94
8,98
7,96
7,94
9,100
8,92
8,91
9,94
8,92
10,94
8,95
8,92
8,94
8,94
10,91
9,92
9,94
8,95
9,92
10,93
8,91
7,95
10,93
8,97
8,95
9,97
9,93
8,98
8,97
8,94
8,93
8,94
7,92
7,93
9,93
8,93
8,92
7,93
9,93
7,92
9,92
8,94
7,93
8,94
9,96
8,93
9,93
7,96
7,94
7,107
8,94
7,93
7,93
8,92
7,92
8,95
8,93
7,93
9,96
7,94
7,94
7,92
7,93
8,96
9,93
7,96
8,93
8,99
8,93
8,91
7,92
9,93
9,93
8,92
7,93
7,93
8,94
7,92
9,93
8,92
7,95
8,93
8,93
8,93
9,93
8,91
7,92
7,94
7,92
8,93
7,93
9,97
9,93
9,93
7,92
7,93
9,93
8,92
8,92
7,92
