Tiempo Radixsort,Tiempo Quicksort
26000,1300
23400,700
23900,800
23600,800
23200,700
23800,800
23400,800
23500,800
23600,900
23000,800
23700,800
23500,900
23500,800
23100,700
24000,900
23800,900
23400,700
23700,800
23700,800
24100,600
23500,900
23400,800
23500,800
23300,800
23800,700
23400,800
23700,800
23400,700
23200,800
23400,800
23000,800
23800,800
23600,800
23300,700
23400,800
23400,900
23400,800
23500,700
23300,700
23600,800
23800,800
23700,700
23600,900
23800,800
23500,700
24500,900
23600,800
23700,800
23700,700
23500,700
23500,600
23600,800
25800,1500
22900,800
23100,800
23100,800
22900,700
22900,700
23000,700
23200,700
23100,900
22700,800
23200,900
22700,800
22600,800
22600,800
22500,800
23600,900
23200,800
23300,900
23100,900
22900,900
23200,800
23200,700
22700,900
23100,700
23200,800
22300,800
22100,700
23500,800
22200,900
22700,700
22600,800
23100,800
22300,800
22500,800
22800,800
23000,700
22600,800
23000,800
22700,1000
23000,900
23200,800
22500,900
22900,700
23000,900
22800,700
23300,900
23100,700
23200,900
