Tiempo Radixsort,Tiempo Quicksort
9,77
9,80
9,79
9,79
9,78
10,79
9,78
9,77
8,76
9,84
9,77
10,78
10,79
8,76
11,79
8,77
9,84
9,78
8,81
9,83
9,80
9,78
9,76
10,77
9,80
9,81
9,80
9,82
9,81
8,81
9,78
10,81
10,82
10,82
10,81
11,80
8,80
9,79
9,80
9,81
9,77
10,81
10,81
9,77
9,81
9,79
9,82
10,83
9,78
8,81
10,77
9,78
8,76
8,79
8,79
10,79
10,79
10,81
10,77
10,79
9,78
9,80
8,103
9,79
9,76
11,77
9,76
9,76
8,77
9,79
10,81
9,80
9,79
8,80
10,79
10,78
8,78
8,78
8,80
8,77
9,77
9,77
8,78
9,77
9,79
10,80
9,81
9,78
8,81
8,92
9,79
8,77
8,78
9,76
8,79
9,79
10,78
9,78
9,77
9,76
