Tiempo Radixsort,Tiempo Quicksort
9,79
11,81
8,80
8,79
10,79
9,79
9,80
9,80
9,79
8,80
9,82
9,78
9,80
10,78
10,102
9,80
10,77
9,79
9,78
9,79
10,80
11,80
10,80
11,80
8,80
10,80
10,83
8,81
29,82
12,79
10,79
10,81
9,80
9,80
9,78
8,81
10,81
10,76
9,77
9,79
8,79
8,112
9,94
9,78
9,90
9,80
9,82
10,83
10,78
10,81
8,83
9,80
8,79
9,82
9,76
9,81
10,80
10,77
9,79
10,79
9,77
8,77
10,78
8,79
11,79
9,79
9,82
10,79
9,78
9,81
9,78
9,78
9,81
9,79
10,79
9,81
10,79
10,77
9,80
8,80
10,79
9,80
8,82
9,94
8,82
8,78
10,80
10,84
10,80
10,77
9,79
9,79
10,78
9,76
10,78
9,79
9,81
8,77
9,78
8,78
