Tiempo Radixsort,Tiempo Quicksort
25600,1500
24900,1100
23200,800
56500,2700
22600,800
22900,800
22900,800
23100,900
23100,800
23300,1000
23400,900
23500,800
23500,800
23300,700
22300,800
23100,800
23100,900
22900,600
23600,600
23000,800
23300,900
23000,800
22500,800
23000,700
23200,700
23100,800
23300,900
22800,800
23400,900
23000,800
23000,700
23400,900
22600,800
22700,800
23300,800
22500,800
23100,700
22900,900
23200,800
23200,800
22700,800
23000,800
23200,800
23400,800
23200,900
22800,600
23300,800
23100,800
22900,600
23000,700
23800,900
23100,800
43200,2000
41100,1200
40300,1000
44800,1200
26600,800
27500,900
27200,900
27300,900
26800,800
27100,900
27300,800
23200,800
23000,700
22800,800
22800,800
23100,800
23200,800
22600,800
22800,700
23200,800
22600,800
22700,900
22800,800
23000,800
26300,1000
23000,800
23100,800
23100,800
23400,700
22800,800
23000,800
23000,800
23300,800
23200,800
22400,800
23300,900
23000,800
22300,900
24800,900
22000,700
22800,900
22900,900
22900,800
23000,800
22700,800
22900,900
22900,900
22900,900
