Tiempo Radixsort,Tiempo Quicksort
24900,1300
23100,1000
23000,800
23100,700
24000,1400
23100,800
22500,700
22700,800
22100,700
21700,800
22900,700
22500,700
22100,700
22500,800
22900,700
22700,800
22400,800
23100,700
22700,700
22600,700
22700,700
22900,800
22400,900
22600,700
22700,800
22800,800
22100,800
22000,800
23200,800
22500,700
22700,700
22300,900
22400,700
22800,900
22700,800
22700,700
22800,700
22600,700
22300,700
22500,800
22400,800
22700,700
22600,800
22800,700
22200,700
22500,800
22200,900
22500,700
21900,700
22900,700
22700,700
22600,800
24900,1200
22700,800
22000,900
23900,800
22800,800
22500,800
22400,700
22500,800
22500,800
22400,800
22600,900
22300,800
22900,700
22900,900
22700,800
22100,700
22800,800
22300,700
22700,800
22900,900
22700,800
22800,800
22800,600
22200,700
22300,700
22500,700
24100,1000
22700,700
22900,800
23000,700
23100,800
22700,700
22800,800
22800,800
23000,800
22900,800
22700,700
22900,800
22600,700
22900,800
22800,700
22800,900
22400,800
23100,800
22600,700
22900,700
22400,900
22300,800
