Tiempo Radixsort,Tiempo Quicksort
9,77
10,78
9,78
9,78
9,82
9,97
9,80
10,81
10,77
9,76
10,83
8,79
9,82
9,77
9,81
10,81
9,81
11,78
8,80
10,84
9,98
9,77
8,81
10,80
9,84
9,78
9,82
8,76
9,77
9,79
8,107
8,82
9,78
9,78
8,81
11,84
19,89
9,82
9,80
8,79
8,81
10,81
10,102
10,81
8,80
9,77
10,77
10,79
11,81
9,79
9,81
9,77
9,77
8,78
9,77
9,83
9,81
10,80
9,78
9,78
10,81
8,78
9,76
8,77
11,78
8,77
9,79
9,81
8,77
9,77
9,78
9,77
9,79
9,83
8,79
9,78
8,78
8,80
9,81
10,80
9,78
9,81
9,78
11,79
8,130
9,76
11,83
9,82
9,82
9,81
9,78
8,82
9,80
10,83
9,80
10,81
13,83
9,79
9,77
10,79
