Tiempo Radixsort,Tiempo Quicksort
9,78
9,80
10,81
10,77
9,78
9,81
8,78
10,78
8,81
9,81
8,78
8,77
9,77
9,78
9,77
8,77
9,76
8,76
9,82
8,81
9,96
10,79
8,80
10,78
9,77
8,78
8,77
9,77
8,83
9,76
9,82
8,79
10,81
10,81
9,80
9,80
11,82
9,81
9,80
9,89
8,77
10,79
9,80
8,78
9,78
8,78
10,81
9,78
9,77
9,80
9,78
9,77
8,79
10,78
9,77
10,78
10,76
8,76
9,77
10,77
9,76
8,76
8,78
9,78
8,76
8,76
8,76
9,77
9,77
8,79
9,79
8,78
8,77
9,79
8,78
8,77
9,77
8,77
9,76
9,79
10,76
8,77
9,80
9,82
9,76
9,77
9,75
10,76
9,76
9,75
8,77
9,76
8,77
8,79
10,79
8,76
8,78
9,76
8,77
8,76
