Tiempo Radixsort,Tiempo Quicksort
8,79
10,82
8,110
9,81
9,81
11,84
8,84
10,83
8,81
10,81
9,82
9,80
9,81
9,81
10,136
9,86
10,89
12,83
10,83
9,85
9,81
8,83
9,80
9,81
10,80
9,83
10,81
8,81
9,82
9,82
9,81
10,87
10,86
8,83
9,84
10,83
11,82
9,83
9,82
10,81
9,83
9,81
11,81
9,81
8,83
10,82
9,84
9,84
9,82
10,82
8,90
9,84
8,84
11,81
9,81
9,83
9,84
10,83
8,80
16,92
9,80
8,83
9,98
9,84
11,83
11,81
9,94
8,85
10,112
19,99
8,84
10,82
8,82
10,81
9,79
9,81
11,81
8,81
8,81
9,79
10,81
8,78
11,82
9,78
9,77
9,80
9,81
9,82
9,108
8,84
10,82
10,83
9,81
9,82
11,82
8,81
10,83
8,82
8,82
9,82
